M115,185312,9784456,18-Jan-09,0:00,39831.00043
M115,185413,9784453,18-Jan-09,0:20,39831.01419
M115,184778,9784123,18-Jan-09,0:40,39831.02802
M115,184523,9784320,18-Jan-09,1:01,39831.04265
M115,183604,9784342,18-Jan-09,1:20,39831.05587
M115,182637,9784754,18-Jan-09,1:40,39831.06969
M115,181589,9784988,18-Jan-09,2:00,39831.08355
M115,181347,9785562,18-Jan-09,2:20,39831.09742
M115,181384,9786626,18-Jan-09,2:40,39831.11172
M115,182248,9787219,18-Jan-09,3:00,39831.1256
M115,182545,9788056,18-Jan-09,3:20,39831.1394
M115,182713,9788802,18-Jan-09,3:40,39831.15302
M115,182932,9789391,18-Jan-09,4:00,39831.16688
M115,183731,9789908,18-Jan-09,4:20,39831.18112
M115,183825,9790060,18-Jan-09,4:40,39831.19492
M115,184407,9790285,18-Jan-09,5:00,39831.20854
M115,184787,9790839,18-Jan-09,5:20,39831.22263
M115,184248,9790516,18-Jan-09,5:40,39831.2363
M115,183696,9790096,18-Jan-09,6:00,39831.25057
M115,183187,9789304,18-Jan-09,6:20,39831.26411
M115,183240,9788645,18-Jan-09,6:40,39831.27799
M115,183316,9788575,18-Jan-09,19:00,39831.79225
M115,183371,9788588,18-Jan-09,19:20,39831.80581
M115,184038,9788274,18-Jan-09,19:40,39831.81976
M115,184608,9787567,18-Jan-09,20:00,39831.83351
M115,185107,9787064,18-Jan-09,20:20,39831.84755
M115,184870,9785962,18-Jan-09,20:40,39831.86127
M115,184891,9784889,18-Jan-09,21:00,39831.87531
M115,184593,9784376,18-Jan-09,21:20,39831.88902
M115,184562,9784757,18-Jan-09,21:40,39831.90302
M115,184932,9785574,18-Jan-09,22:00,39831.91698
M115,185501,9785670,18-Jan-09,22:20,39831.9309
M115,185521,9786270,18-Jan-09,22:40,39831.94483
M115,185792,9787056,18-Jan-09,23:00,39831.95897
M115,185875,9788154,18-Jan-09,23:20,39831.97243
M115,185749,9788421,18-Jan-09,23:40,39831.9864
M115,185111,9789363,19-Jan-09,0:00,39832.0003
M115,185086,9790305,19-Jan-09,0:20,39832.01419
M115,184508,9790515,19-Jan-09,0:40,39832.02806
M115,184243,9790963,19-Jan-09,1:00,39832.04227
M115,183699,9791101,19-Jan-09,1:20,39832.05587
M115,183701,9791102,19-Jan-09,1:40,39832.06975
M115,183696,9791102,19-Jan-09,2:00,39832.08383
M115,183694,9791103,19-Jan-09,2:20,39832.09751
M115,183687,9791123,19-Jan-09,2:40,39832.11144
M115,183165,9790948,19-Jan-09,3:00,39832.12564
M115,183524,9790286,19-Jan-09,3:20,39832.13944
M115,184126,9789564,19-Jan-09,3:40,39832.15308
M115,184318,9788900,19-Jan-09,4:00,39832.16692
M115,184092,9788978,19-Jan-09,4:20,39832.18078
M115,183191,9789104,19-Jan-09,4:40,39832.19469
M115,182936,9789089,19-Jan-09,5:00,39832.20859
M115,183058,9789015,19-Jan-09,5:20,39832.22245
M115,183258,9788637,19-Jan-09,5:40,39832.23635
M115,183286,9788647,19-Jan-09,6:00,39832.25023
M115,183326,9788635,19-Jan-09,6:20,39832.26413
M115,183252,9788631,19-Jan-09,6:40,39832.27799
M115,182991,9788729,19-Jan-09,19:00,39832.79225
M115,182970,9788758,19-Jan-09,19:20,39832.80584
M115,182535,9789722,19-Jan-09,19:40,39832.81956
M115,182563,9790874,19-Jan-09,20:00,39832.83358
M115,182717,9791858,19-Jan-09,20:20,39832.84736
M115,182703,9792880,19-Jan-09,20:40,39832.8614
M115,182887,9793402,19-Jan-09,21:00,39832.87543
M115,182438,9794223,19-Jan-09,21:20,39832.88905
M115,182114,9794992,19-Jan-09,21:40,39832.90307
M115,181634,9795401,19-Jan-09,22:00,39832.91678
M115,181639,9795403,19-Jan-09,22:20,39832.93082
M115,181634,9795401,19-Jan-09,22:40,39832.94508
M115,181633,9795401,19-Jan-09,23:00,39832.95853
M115,180926,9795079,19-Jan-09,23:20,39832.97252
M115,180010,9794839,19-Jan-09,23:40,39832.98644
M115,179131,9795101,20-Jan-09,0:00,39833.00035
M115,178491,9795705,20-Jan-09,0:20,39833.01443
M115,178010,9796186,20-Jan-09,0:40,39833.02794
M115,177647,9795437,20-Jan-09,1:01,39833.04293
M115,177937,9795035,20-Jan-09,1:21,39833.0564
M115,177967,9795027,20-Jan-09,1:40,39833.06979
M115,178112,9794776,20-Jan-09,2:00,39833.0839
M115,178732,9794609,20-Jan-09,2:20,39833.09753
M115,178043,9795036,20-Jan-09,2:40,39833.1117
M115,177974,9795043,20-Jan-09,3:00,39833.12534
M115,178026,9794844,20-Jan-09,3:20,39833.13953
M115,178778,9794229,20-Jan-09,3:40,39833.15313
M115,179195,9793344,20-Jan-09,4:00,39833.16694
M115,179845,9792474,20-Jan-09,4:20,39833.18081
M115,180306,9791636,20-Jan-09,4:40,39833.19469
M115,180908,9790973,20-Jan-09,5:00,39833.20897
M115,181758,9790322,20-Jan-09,5:20,39833.22249
M115,182137,9789526,20-Jan-09,5:40,39833.23639
M115,183003,9789058,20-Jan-09,6:00,39833.25027
M115,183279,9788627,20-Jan-09,6:20,39833.26414
M115,183267,9788631,20-Jan-09,6:40,39833.27801
M115,183260,9788634,20-Jan-09,7:00,39833.29187
M115,183256,9788635,20-Jan-09,7:20,39833.3058
M115,183242,9788649,20-Jan-09,7:40,39833.31969
M115,183030,9788753,20-Jan-09,8:00,39833.33354
M115,183028,9788750,20-Jan-09,8:20,39833.34747
M115,183031,9788748,20-Jan-09,8:40,39833.36142
M115,183033,9788746,20-Jan-09,9:00,39833.37564
M115,183029,9788745,20-Jan-09,9:20,39833.38933
M115,183036,9788745,20-Jan-09,9:40,39833.40333
M115,183026,9788743,20-Jan-09,10:00,39833.41723
M115,183026,9788743,20-Jan-09,10:20,39833.43082
M115,183029,9788741,20-Jan-09,10:40,39833.4451
M115,183020,9788741,20-Jan-09,11:00,39833.45867
M115,183024,9788747,20-Jan-09,11:20,39833.47266
M115,183028,9788744,20-Jan-09,11:40,39833.4863
M115,183029,9788744,20-Jan-09,12:00,39833.5005
M115,183031,9788742,20-Jan-09,12:20,39833.5141
M115,183035,9788744,20-Jan-09,12:40,39833.52841
M115,183027,9788750,20-Jan-09,13:01,39833.5424
M115,183034,9788745,20-Jan-09,13:21,39833.55669
M115,183031,9788746,20-Jan-09,13:41,39833.57043
M115,183033,9788744,20-Jan-09,14:20,39833.59772
