M115,180330,9789955,25-Jan-09,0:00,39838.00054
M115,180124,9789833,25-Jan-09,0:20,39838.01424
M115,180024,9789863,25-Jan-09,0:40,39838.02836
M115,180470,9789443,25-Jan-09,1:00,39838.04223
M115,181114,9789701,25-Jan-09,1:20,39838.05587
M115,181899,9789558,25-Jan-09,1:40,39838.06979
M115,182273,9789304,25-Jan-09,2:00,39838.0839
M115,182642,9789156,25-Jan-09,2:20,39838.09748
M115,183253,9788637,25-Jan-09,2:41,39838.11181
M115,183451,9788654,25-Jan-09,3:00,39838.12524
M115,183462,9788587,25-Jan-09,3:20,39838.13911
M115,183460,9788590,25-Jan-09,3:40,39838.153
M115,183460,9788590,25-Jan-09,4:00,39838.1669
M115,183461,9788583,25-Jan-09,4:20,39838.18079
M115,183469,9788576,25-Jan-09,4:40,39838.19469
M115,183460,9788590,25-Jan-09,5:00,39838.2089
M115,183461,9788592,25-Jan-09,5:20,39838.22248
M115,183460,9788588,25-Jan-09,5:40,39838.23631
M115,183443,9788546,25-Jan-09,6:00,39838.25019
M115,183223,9788688,25-Jan-09,6:20,39838.26406
M115,183023,9788753,25-Jan-09,6:40,39838.27838
M115,183028,9788748,25-Jan-09,7:00,39838.2923
M115,183026,9788751,25-Jan-09,7:20,39838.30584
M115,183027,9788746,25-Jan-09,7:40,39838.31973
M115,183029,9788744,25-Jan-09,8:00,39838.33397
M115,183034,9788757,25-Jan-09,8:21,39838.348
M115,183029,9788749,25-Jan-09,8:40,39838.36167
M115,183028,9788747,25-Jan-09,9:00,39838.37531
M115,183033,9788745,25-Jan-09,9:20,39838.38946
M115,183031,9788749,25-Jan-09,9:40,39838.40291
M115,183014,9788756,25-Jan-09,10:00,39838.41709
M115,183030,9788745,25-Jan-09,10:20,39838.43075
M115,183014,9788766,25-Jan-09,10:40,39838.44481
M115,183026,9788746,25-Jan-09,11:00,39838.45876
M115,183028,9788747,25-Jan-09,11:20,39838.4725
M115,183026,9788747,25-Jan-09,11:40,39838.48656
M115,183034,9788743,25-Jan-09,12:01,39838.50112
M115,183032,9788744,25-Jan-09,12:20,39838.5142
M115,183029,9788750,25-Jan-09,12:40,39838.52841
M115,183028,9788749,25-Jan-09,13:00,39838.54198
M115,183033,9788749,25-Jan-09,13:21,39838.55631
M115,183032,9788738,25-Jan-09,13:40,39838.56994
M115,183030,9788745,25-Jan-09,14:00,39838.5839
M115,183030,9788744,25-Jan-09,14:20,39838.59749
M115,183024,9788737,25-Jan-09,14:40,39838.61176
M115,183031,9788745,25-Jan-09,15:00,39838.6255
M115,183032,9788743,25-Jan-09,15:20,39838.63905
M115,183028,9788753,25-Jan-09,15:40,39838.65343
M115,183033,9788750,25-Jan-09,16:01,39838.668
M115,183033,9788779,25-Jan-09,16:21,39838.68175
M115,183032,9788752,25-Jan-09,16:40,39838.69469
M115,183029,9788747,25-Jan-09,17:00,39838.70897
M115,183031,9788746,25-Jan-09,17:20,39838.72256
M115,183661,9788614,25-Jan-09,17:40,39838.73646
M115,183667,9788616,25-Jan-09,18:00,39838.75064
M115,183125,9789311,25-Jan-09,18:20,39838.76453
M115,183128,9789313,25-Jan-09,18:40,39838.778
M115,183120,9789310,25-Jan-09,19:00,39838.79184
M115,183182,9789411,25-Jan-09,19:20,39838.80589
M115,183721,9790026,25-Jan-09,19:40,39838.81964
M115,183782,9790104,25-Jan-09,20:00,39838.83347
M115,184243,9790138,25-Jan-09,20:20,39838.8475
M115,185006,9790005,25-Jan-09,20:40,39838.86154
M115,185429,9789087,25-Jan-09,21:01,39838.87591
M115,185753,9788418,25-Jan-09,21:20,39838.88914
M115,185448,9787622,25-Jan-09,21:40,39838.90308
M115,185634,9787511,25-Jan-09,22:00,39838.91709
M115,185634,9787510,25-Jan-09,22:20,39838.93088
M115,185636,9787512,25-Jan-09,22:40,39838.94476
M115,185004,9787100,25-Jan-09,23:00,39838.95852
M115,184738,9787015,25-Jan-09,23:20,39838.97249
M115,185417,9786294,25-Jan-09,23:40,39838.98641
M115,185753,9785946,26-Jan-09,0:00,39839.00032
M115,185655,9785698,26-Jan-09,0:20,39839.01412
M115,185261,9785107,26-Jan-09,0:40,39839.02816
M115,184216,9784948,26-Jan-09,1:01,39839.04258
M115,184015,9785535,26-Jan-09,1:20,39839.05589
M115,184387,9786658,26-Jan-09,1:40,39839.06963
M115,184601,9787803,26-Jan-09,2:00,39839.08397
M115,184870,9788219,26-Jan-09,2:21,39839.09794
M115,184949,9789051,26-Jan-09,2:40,39839.11127
M115,185144,9790068,26-Jan-09,3:00,39839.12528
M115,184804,9791007,26-Jan-09,3:20,39839.13947
M115,184177,9791298,26-Jan-09,3:40,39839.15311
M115,183523,9790836,26-Jan-09,4:00,39839.16697
M115,183004,9790018,26-Jan-09,4:20,39839.18112
M115,182377,9789538,26-Jan-09,4:40,39839.19477
M115,182337,9789248,26-Jan-09,5:00,39839.20862
M115,183028,9788897,26-Jan-09,5:20,39839.22271
M115,183287,9788653,26-Jan-09,5:40,39839.23637
M115,183332,9788628,26-Jan-09,6:00,39839.25043
M115,183402,9788665,26-Jan-09,6:20,39839.26419
M115,183255,9788635,26-Jan-09,6:40,39839.27802
M115,183249,9788645,26-Jan-09,7:00,39839.29193
M115,183265,9788637,26-Jan-09,7:20,39839.30613
M115,183226,9788657,26-Jan-09,7:40,39839.31968
M115,183028,9788744,26-Jan-09,8:00,39839.33359
M115,183037,9788744,26-Jan-09,8:20,39839.34753
M115,183032,9788746,26-Jan-09,8:40,39839.36175
M115,183041,9788745,26-Jan-09,9:00,39839.37558
M115,183027,9788746,26-Jan-09,9:20,39839.38924
M115,183029,9788745,26-Jan-09,9:40,39839.40308
M115,183029,9788745,26-Jan-09,10:00,39839.41686
M115,183023,9788747,26-Jan-09,10:20,39839.43095
M115,183017,9788739,26-Jan-09,10:40,39839.44469
M115,183025,9788746,26-Jan-09,11:00,39839.45854
M115,183028,9788746,26-Jan-09,11:20,39839.47251
M115,183034,9788746,26-Jan-09,11:41,39839.48694
M115,183028,9788747,26-Jan-09,12:00,39839.50064
M115,183058,9788741,26-Jan-09,12:20,39839.51434
M115,183032,9788748,26-Jan-09,12:40,39839.52812
M115,183031,9788747,26-Jan-09,13:00,39839.5423
M115,183034,9788749,26-Jan-09,13:20,39839.55622
M115,183042,9788750,26-Jan-09,13:41,39839.57078
M115,183033,9788737,26-Jan-09,14:00,39839.58398
M115,183030,9788748,26-Jan-09,14:21,39839.59821
M115,183030,9788748,26-Jan-09,14:40,39839.61175
M115,183026,9788751,26-Jan-09,15:01,39839.62571
M115,183026,9788744,26-Jan-09,15:20,39839.63954
M115,183031,9788752,26-Jan-09,16:20,39839.68112
M115,183031,9788750,26-Jan-09,16:40,39839.69457
M115,183027,9788750,26-Jan-09,17:01,39839.70953
M115,183031,9788747,26-Jan-09,17:20,39839.72279
M115,183027,9788746,26-Jan-09,17:40,39839.73675
M115,183030,9788745,26-Jan-09,18:00,39839.75022
M115,183026,9788743,26-Jan-09,18:21,39839.76503
M115,182999,9788744,26-Jan-09,18:40,39839.77845
M115,183012,9788730,26-Jan-09,19:00,39839.79192
M115,183507,9788611,26-Jan-09,19:20,39839.80568
M115,183703,9788754,26-Jan-09,19:40,39839.81966
M115,183714,9788762,26-Jan-09,20:00,39839.83381
M115,184121,9788714,26-Jan-09,20:20,39839.84734
M115,184210,9788675,26-Jan-09,20:40,39839.86133
M115,184212,9788679,26-Jan-09,21:00,39839.87564
M115,184214,9788678,26-Jan-09,21:20,39839.88921
M115,184218,9788678,26-Jan-09,21:40,39839.90341
M115,184216,9788676,26-Jan-09,22:00,39839.91693
M115,184194,9788685,26-Jan-09,22:20,39839.93088
M115,183720,9788749,26-Jan-09,22:40,39839.94475
M115,183706,9788746,26-Jan-09,23:00,39839.95867
M115,183830,9789175,26-Jan-09,23:20,39839.97245
M115,184391,9789358,26-Jan-09,23:40,39839.9864
M115,184398,9789364,27-Jan-09,0:00,39840.00064
M115,184394,9789360,27-Jan-09,0:20,39840.01421
M115,184395,9789361,27-Jan-09,0:40,39840.02841
M115,184395,9789362,27-Jan-09,1:00,39840.04225
M115,184637,9789287,27-Jan-09,1:20,39840.05573
M115,184997,9788915,27-Jan-09,1:40,39840.06972
M115,185757,9788343,27-Jan-09,2:00,39840.08361
M115,186149,9787975,27-Jan-09,2:20,39840.09744
M115,186398,9788346,27-Jan-09,2:40,39840.11141
M115,185843,9787819,27-Jan-09,3:00,39840.12557
M115,185733,9787622,27-Jan-09,3:20,39840.13913
M115,185734,9787624,27-Jan-09,3:40,39840.15295
M115,185731,9787616,27-Jan-09,4:00,39840.16682
M115,185732,9787624,27-Jan-09,4:20,39840.18096
M115,186218,9787495,27-Jan-09,4:40,39840.19487
M115,185967,9787087,27-Jan-09,5:00,39840.20859
M115,184991,9787102,27-Jan-09,5:20,39840.22271
M115,184565,9787560,27-Jan-09,5:40,39840.23639
M115,184557,9788061,27-Jan-09,6:00,39840.25057
M115,184608,9788886,27-Jan-09,6:20,39840.26435
M115,184074,9788924,27-Jan-09,6:40,39840.27808
M115,183236,9788658,27-Jan-09,7:00,39840.29227
M115,182399,9789384,27-Jan-09,7:20,39840.30608
M115,182259,9789717,27-Jan-09,7:40,39840.32008
M115,182266,9789715,27-Jan-09,8:00,39840.33398
M115,182255,9789717,27-Jan-09,8:21,39840.34813
M115,182266,9789725,27-Jan-09,8:40,39840.36176
M115,182262,9789725,27-Jan-09,9:01,39840.37626
M115,182251,9789704,27-Jan-09,9:21,39840.38968
M115,182257,9789715,27-Jan-09,9:40,39840.40296
M115,182257,9789715,27-Jan-09,10:00,39840.41693
M115,182258,9789715,27-Jan-09,10:20,39840.4312
M115,182260,9789717,27-Jan-09,10:41,39840.44523
M115,182257,9789715,27-Jan-09,11:01,39840.45922
M115,182255,9789714,27-Jan-09,11:21,39840.47321
M115,182251,9789713,27-Jan-09,11:40,39840.48675
M115,182262,9789718,27-Jan-09,12:00,39840.50019
M115,182261,9789724,27-Jan-09,13:01,39840.54269
M115,182263,9789714,27-Jan-09,14:40,39840.61161
M115,182261,9789714,27-Jan-09,15:00,39840.62532
M115,182268,9789718,27-Jan-09,15:20,39840.6391
M115,182264,9789709,27-Jan-09,15:40,39840.65313
M115,182268,9789705,27-Jan-09,16:00,39840.66682
M115,182263,9789716,27-Jan-09,16:21,39840.68154
M115,182263,9789725,27-Jan-09,16:40,39840.69509
M115,182258,9789724,27-Jan-09,17:01,39840.70912
M115,182225,9789666,27-Jan-09,18:00,39840.75057
M115,182223,9789665,27-Jan-09,18:20,39840.76425
M115,182235,9789670,27-Jan-09,18:40,39840.77797
M115,182211,9789684,27-Jan-09,19:00,39840.79183
M115,181964,9790377,27-Jan-09,19:20,39840.80588
M115,181611,9791231,27-Jan-09,19:40,39840.81961
M115,181512,9792086,27-Jan-09,20:00,39840.83363
