34 56 a_10/output/res
112 2 a_11/output/res
67 6 a_12/output/res
77 59 a_13/output/res
72 4 a_14/output/res
88 49 a_15/output/res
171 57 a_16/output/res
171 3 a_17/output/res
174 6 a_18/output/res
30 10 a_19/output/res
28 12 a_1/output/res
44 55 a_20/output/res
77 12 a_21/output/res
174 5 a_22/output/res
175 7 a_23/output/res
139 3 a_24/output/res
44 1 a_25/output/res
116 3 a_26/output/res
114 51 a_27/output/res
177 6 a_28/output/res
173 8 a_29/output/res
151 154 a_2/output/res
31 160 a_30/output/res
176 11 a_3/output/res
68 6 a_4/output/res
72 10 a_5/output/res
150 4 a_6/output/res
70 2 a_7/output/res
79 4 a_8/output/res
176 4 a_9/output/res
