83 7 a_10/output/res
95 9 a_11/output/res
90 13 a_12/output/res
85 12 a_13/output/res
53 5 a_14/output/res
49 2 a_15/output/res
47 5 a_16/output/res
57 3 a_17/output/res
68 3 a_18/output/res
91 9 a_19/output/res
70 7 a_1/output/res
99 25 a_20/output/res
64 1 a_21/output/res
70 11 a_22/output/res
86 8 a_23/output/res
91 57 a_24/output/res
83 2 a_25/output/res
43 60 a_26/output/res
95 15 a_27/output/res
82 18 a_28/output/res
56 7 a_29/output/res
32 4 a_2/output/res
49 10 a_30/output/res
54 7 a_3/output/res
105 13 a_4/output/res
76 4 a_5/output/res
62 7 a_6/output/res
70 3 a_7/output/res
58 7 a_8/output/res
100 5 a_9/output/res
