137 11 a_10/output/res
170 14 a_11/output/res
129 12 a_12/output/res
134 6 a_13/output/res
161 13 a_14/output/res
101 6 a_15/output/res
112 12 a_16/output/res
83 14 a_17/output/res
143 10 a_18/output/res
118 7 a_19/output/res
58 10 a_1/output/res
101 16 a_20/output/res
48 19 a_21/output/res
138 14 a_22/output/res
155 11 a_23/output/res
96 6 a_24/output/res
46 2 a_25/output/res
56 10 a_26/output/res
45 7 a_27/output/res
135 9 a_28/output/res
110 9 a_29/output/res
136 10 a_2/output/res
55 5 a_30/output/res
139 14 a_3/output/res
53 13 a_4/output/res
126 11 a_5/output/res
130 10 a_6/output/res
122 11 a_7/output/res
55 5 a_8/output/res
78 15 a_9/output/res
