56 21 a_10/output/res
74 37 a_11/output/res
80 60 a_12/output/res
48 7 a_13/output/res
52 7 a_14/output/res
54 22 a_15/output/res
55 29 a_16/output/res
70 28 a_17/output/res
27 8 a_18/output/res
43 8 a_19/output/res
48 23 a_1/output/res
55 41 a_20/output/res
43 10 a_21/output/res
76 31 a_22/output/res
49 3 a_23/output/res
47 25 a_24/output/res
48 23 a_25/output/res
43 62 a_26/output/res
66 26 a_27/output/res
46 20 a_28/output/res
64 25 a_29/output/res
36 21 a_2/output/res
54 20 a_30/output/res
68 24 a_3/output/res
53 23 a_4/output/res
45 22 a_5/output/res
46 10 a_6/output/res
46 8 a_7/output/res
44 36 a_8/output/res
41 29 a_9/output/res
