49 19 a_10/output/res
100 19 a_11/output/res
95 20 a_12/output/res
85 23 a_13/output/res
66 14 a_14/output/res
86 18 a_15/output/res
95 22 a_16/output/res
76 21 a_17/output/res
66 21 a_18/output/res
86 25 a_19/output/res
60 3 a_1/output/res
81 25 a_20/output/res
65 24 a_21/output/res
87 18 a_22/output/res
61 23 a_23/output/res
63 21 a_24/output/res
97 21 a_25/output/res
82 14 a_26/output/res
59 20 a_27/output/res
60 17 a_28/output/res
44 5 a_29/output/res
48 4 a_2/output/res
61 2 a_30/output/res
50 1 a_3/output/res
59 41 a_4/output/res
61 18 a_5/output/res
80 68 a_6/output/res
57 20 a_7/output/res
70 14 a_8/output/res
89 21 a_9/output/res
