69 7 a_10/output/res
62 26 a_11/output/res
84 130 a_12/output/res
108 143 a_13/output/res
94 131 a_14/output/res
96 103 a_15/output/res
123 115 a_16/output/res
73 31 a_17/output/res
124 134 a_18/output/res
124 125 a_19/output/res
75 9 a_1/output/res
109 107 a_20/output/res
64 24 a_21/output/res
113 149 a_22/output/res
115 156 a_23/output/res
66 91 a_24/output/res
99 134 a_25/output/res
75 21 a_26/output/res
59 12 a_27/output/res
118 136 a_28/output/res
110 104 a_29/output/res
96 129 a_2/output/res
69 5 a_30/output/res
79 141 a_3/output/res
68 4 a_4/output/res
94 113 a_5/output/res
92 127 a_6/output/res
86 111 a_7/output/res
69 26 a_8/output/res
70 27 a_9/output/res
