80 163 a_10/output/res
73 35 a_11/output/res
70 37 a_12/output/res
76 161 a_13/output/res
77 176 a_14/output/res
82 165 a_15/output/res
70 33 a_16/output/res
64 166 a_17/output/res
34 140 a_18/output/res
62 32 a_19/output/res
59 168 a_1/output/res
54 46 a_20/output/res
45 17 a_21/output/res
49 41 a_22/output/res
66 166 a_23/output/res
41 5 a_24/output/res
69 90 a_25/output/res
47 39 a_26/output/res
63 41 a_27/output/res
66 63 a_28/output/res
51 23 a_29/output/res
56 45 a_2/output/res
72 176 a_30/output/res
46 31 a_3/output/res
57 39 a_4/output/res
33 13 a_5/output/res
84 177 a_6/output/res
42 135 a_7/output/res
69 40 a_8/output/res
78 164 a_9/output/res
