118 5 a_10/output/res
116 4 a_11/output/res
60 4 a_12/output/res
113 1 a_13/output/res
100 4 a_14/output/res
141 5 a_15/output/res
102 12 a_16/output/res
123 3 a_17/output/res
136 0 a_18/output/res
106 2 a_19/output/res
68 10 a_1/output/res
71 5 a_20/output/res
49 4 a_21/output/res
108 5 a_22/output/res
99 1 a_23/output/res
48 1 a_24/output/res
102 1 a_25/output/res
89 4 a_26/output/res
72 1 a_27/output/res
119 2 a_28/output/res
137 2 a_29/output/res
50 2 a_2/output/res
107 0 a_30/output/res
106 1 a_3/output/res
89 1 a_4/output/res
88 65 a_5/output/res
102 0 a_6/output/res
100 7 a_7/output/res
86 0 a_8/output/res
98 7 a_9/output/res
