199 0 a_10/output/res
192 0 a_11/output/res
175 0 a_12/output/res
193 0 a_13/output/res
35 0 a_14/output/res
193 0 a_15/output/res
37 0 a_16/output/res
190 0 a_17/output/res
186 0 a_18/output/res
196 0 a_19/output/res
199 0 a_1/output/res
199 0 a_20/output/res
195 0 a_21/output/res
80 0 a_22/output/res
119 1 a_23/output/res
195 0 a_24/output/res
223 0 a_25/output/res
30 0 a_26/output/res
187 0 a_27/output/res
24 1 a_28/output/res
29 0 a_29/output/res
197 0 a_2/output/res
190 0 a_30/output/res
214 1 a_3/output/res
201 0 a_4/output/res
21 0 a_5/output/res
44 0 a_6/output/res
218 0 a_7/output/res
22 0 a_8/output/res
203 0 a_9/output/res
