140 68 a_10/output/res
146 65 a_11/output/res
148 74 a_12/output/res
147 66 a_13/output/res
77 32 a_14/output/res
147 72 a_15/output/res
145 65 a_16/output/res
156 69 a_17/output/res
125 64 a_18/output/res
148 70 a_19/output/res
46 10 a_1/output/res
144 69 a_20/output/res
48 8 a_21/output/res
124 78 a_22/output/res
147 69 a_23/output/res
26 2 a_24/output/res
49 34 a_25/output/res
150 68 a_26/output/res
144 71 a_27/output/res
133 54 a_28/output/res
35 2 a_29/output/res
156 70 a_2/output/res
41 15 a_30/output/res
157 65 a_3/output/res
147 70 a_4/output/res
29 10 a_5/output/res
158 70 a_6/output/res
36 8 a_7/output/res
131 49 a_8/output/res
146 69 a_9/output/res
