132 39 a_10/output/res
46 24 a_11/output/res
125 18 a_12/output/res
126 36 a_13/output/res
115 23 a_14/output/res
140 54 a_15/output/res
97 101 a_16/output/res
28 13 a_17/output/res
120 32 a_18/output/res
134 45 a_19/output/res
170 37 a_1/output/res
129 22 a_20/output/res
38 5 a_21/output/res
134 88 a_22/output/res
136 26 a_23/output/res
156 35 a_24/output/res
124 42 a_25/output/res
136 43 a_26/output/res
131 35 a_27/output/res
149 21 a_28/output/res
158 42 a_29/output/res
120 21 a_2/output/res
131 37 a_30/output/res
144 88 a_3/output/res
126 33 a_4/output/res
131 24 a_5/output/res
117 17 a_6/output/res
145 23 a_7/output/res
118 39 a_8/output/res
111 16 a_9/output/res
