29 8 a_10/output/res
188 67 a_11/output/res
187 63 a_12/output/res
99 46 a_13/output/res
149 65 a_14/output/res
165 67 a_15/output/res
118 29 a_16/output/res
152 72 a_17/output/res
147 64 a_18/output/res
184 70 a_19/output/res
41 4 a_1/output/res
161 62 a_20/output/res
175 63 a_21/output/res
150 65 a_22/output/res
145 63 a_23/output/res
26 2 a_24/output/res
115 35 a_25/output/res
49 15 a_26/output/res
57 4 a_27/output/res
147 69 a_28/output/res
144 65 a_29/output/res
173 63 a_2/output/res
24 6 a_30/output/res
160 66 a_3/output/res
148 63 a_4/output/res
84 31 a_5/output/res
147 64 a_6/output/res
146 67 a_7/output/res
189 65 a_8/output/res
143 63 a_9/output/res
