86 14 a_10/output/res
99 4 a_11/output/res
111 15 a_12/output/res
44 16 a_13/output/res
89 5 a_14/output/res
89 3 a_15/output/res
49 8 a_16/output/res
106 3 a_17/output/res
111 3 a_18/output/res
112 10 a_19/output/res
59 5 a_1/output/res
57 14 a_20/output/res
120 114 a_21/output/res
50 2 a_22/output/res
88 3 a_23/output/res
87 120 a_24/output/res
109 108 a_25/output/res
39 2 a_26/output/res
84 16 a_27/output/res
74 14 a_28/output/res
52 21 a_29/output/res
84 15 a_2/output/res
70 109 a_30/output/res
44 18 a_3/output/res
76 123 a_4/output/res
85 3 a_5/output/res
75 8 a_6/output/res
103 8 a_7/output/res
66 3 a_8/output/res
77 30 a_9/output/res
