171 62 a_10/output/res
98 100 a_11/output/res
75 194 a_12/output/res
198 139 a_13/output/res
199 139 a_14/output/res
150 14 a_15/output/res
111 206 a_16/output/res
202 197 a_17/output/res
181 6 a_18/output/res
136 4 a_19/output/res
148 10 a_1/output/res
85 191 a_20/output/res
44 136 a_21/output/res
203 192 a_22/output/res
176 142 a_23/output/res
87 56 a_24/output/res
134 94 a_25/output/res
47 4 a_26/output/res
64 60 a_27/output/res
212 197 a_28/output/res
87 191 a_29/output/res
74 199 a_2/output/res
168 61 a_30/output/res
203 199 a_3/output/res
136 198 a_4/output/res
111 147 a_5/output/res
170 63 a_6/output/res
171 125 a_7/output/res
101 94 a_8/output/res
142 5 a_9/output/res
