35 4 a_10/output/res
86 90 a_11/output/res
114 146 a_12/output/res
136 151 a_13/output/res
113 140 a_14/output/res
128 147 a_15/output/res
91 66 a_16/output/res
132 148 a_17/output/res
117 147 a_18/output/res
138 146 a_19/output/res
44 14 a_1/output/res
116 68 a_20/output/res
118 143 a_21/output/res
130 147 a_22/output/res
111 142 a_23/output/res
45 18 a_24/output/res
27 4 a_25/output/res
31 4 a_26/output/res
30 6 a_27/output/res
112 151 a_28/output/res
118 143 a_29/output/res
111 139 a_2/output/res
29 6 a_30/output/res
115 157 a_3/output/res
134 147 a_4/output/res
110 55 a_5/output/res
111 145 a_6/output/res
133 148 a_7/output/res
27 4 a_8/output/res
109 143 a_9/output/res
