13 3 a_10/output/res
12 3 a_11/output/res
5 1 a_12/output/res
8 1 a_13/output/res
12 2 a_14/output/res
16 8 a_15/output/res
11 14 a_16/output/res
11 15 a_17/output/res
12 10 a_18/output/res
3 0 a_19/output/res
6 7 a_1/output/res
11 3 a_20/output/res
12 2 a_21/output/res
13 7 a_22/output/res
12 3 a_23/output/res
7 3 a_24/output/res
4 1 a_25/output/res
12 5 a_26/output/res
14 4 a_27/output/res
14 4 a_28/output/res
5 5 a_29/output/res
6 7 a_2/output/res
4 3 a_30/output/res
12 4 a_3/output/res
11 10 a_4/output/res
13 2 a_5/output/res
4 1 a_6/output/res
7 10 a_7/output/res
12 8 a_8/output/res
13 4 a_9/output/res
