61 2 a_10/output/res
182 85 a_11/output/res
202 84 a_12/output/res
199 107 a_13/output/res
145 83 a_14/output/res
84 30 a_15/output/res
181 103 a_16/output/res
214 110 a_17/output/res
144 85 a_18/output/res
216 110 a_19/output/res
81 28 a_1/output/res
118 49 a_20/output/res
158 110 a_21/output/res
210 106 a_22/output/res
204 86 a_23/output/res
81 39 a_24/output/res
122 17 a_25/output/res
66 6 a_26/output/res
67 2 a_27/output/res
197 86 a_28/output/res
139 91 a_29/output/res
158 106 a_2/output/res
96 32 a_30/output/res
213 105 a_3/output/res
197 87 a_4/output/res
152 100 a_5/output/res
200 86 a_6/output/res
157 107 a_7/output/res
117 36 a_8/output/res
197 88 a_9/output/res
