104 164 a_10/output/res
147 189 a_11/output/res
110 141 a_12/output/res
117 168 a_13/output/res
33 14 a_14/output/res
108 164 a_15/output/res
32 13 a_16/output/res
107 155 a_17/output/res
129 191 a_18/output/res
120 176 a_19/output/res
111 166 a_1/output/res
105 163 a_20/output/res
126 183 a_21/output/res
36 20 a_22/output/res
114 169 a_23/output/res
135 184 a_24/output/res
117 183 a_25/output/res
37 32 a_26/output/res
109 162 a_27/output/res
54 37 a_28/output/res
44 27 a_29/output/res
76 106 a_2/output/res
124 175 a_30/output/res
43 30 a_3/output/res
111 167 a_4/output/res
53 37 a_5/output/res
59 62 a_6/output/res
117 168 a_7/output/res
44 26 a_8/output/res
139 188 a_9/output/res
