71 1
0 1
2 0
44 2
127 5
147 4
73 0
129 2
151 3
60 13
45 3
4 6
125 0
81 5
106 2
100 3
143 6
95 2
97 4
105 1
111 9
116 4
80 0
105 1
67 1
13 2
80 6
77 3
90 3
111 2
