173 88 a_10/output/res

55 38 a_11/output/res

178 93 a_12/output/res

152 35 a_13/output/res

152 43 a_14/output/res

169 101 a_15/output/res

155 49 a_16/output/res

169 59 a_17/output/res

180 94 a_18/output/res

164 63 a_19/output/res

202 39 a_1/output/res

162 37 a_20/output/res

57 19 a_21/output/res

172 86 a_22/output/res

167 38 a_23/output/res

77 98 a_24/output/res

169 40 a_25/output/res

171 51 a_26/output/res

182 103 a_27/output/res

184 47 a_28/output/res

57 5 a_29/output/res

177 43 a_2/output/res

158 45 a_30/output/res

172 93 a_3/output/res

173 107 a_4/output/res

161 33 a_5/output/res

159 80 a_6/output/res

186 32 a_7/output/res

159 29 a_8/output/res

149 90 a_9/output/res

