6 4 a_10/output/res

12 4 a_11/output/res

5 3 a_12/output/res

8 2 a_13/output/res

14 6 a_14/output/res

13 7 a_15/output/res

12 2 a_16/output/res

13 14 a_17/output/res

15 12 a_18/output/res

14 3 a_19/output/res

13 6 a_1/output/res

16 5 a_20/output/res

13 1 a_21/output/res

13 5 a_22/output/res

16 17 a_23/output/res

5 4 a_24/output/res

5 3 a_25/output/res

15 7 a_26/output/res

14 5 a_27/output/res

14 4 a_28/output/res

5 14 a_29/output/res

15 8 a_2/output/res

13 4 a_30/output/res

14 4 a_3/output/res

12 5 a_4/output/res

14 2 a_5/output/res

5 3 a_6/output/res

10 3 a_7/output/res

13 9 a_8/output/res

12 17 a_9/output/res

