215 0 a_10/output/res

218 1 a_11/output/res

197 1 a_12/output/res

218 0 a_13/output/res

127 0 a_14/output/res

226 0 a_15/output/res

244 0 a_16/output/res

230 0 a_17/output/res

216 0 a_18/output/res

221 2 a_19/output/res

227 0 a_1/output/res

230 0 a_20/output/res

231 0 a_21/output/res

68 0 a_22/output/res

242 0 a_23/output/res

223 1 a_24/output/res

235 0 a_25/output/res

62 1 a_26/output/res

232 0 a_27/output/res

48 0 a_28/output/res

251 0 a_29/output/res

232 0 a_2/output/res

221 0 a_30/output/res

236 1 a_3/output/res

237 0 a_4/output/res

53 1 a_5/output/res

61 0 a_6/output/res

248 2 a_7/output/res

160 0 a_8/output/res

239 0 a_9/output/res

