61 19 a_10/output/res

145 42 a_11/output/res

132 3 a_12/output/res

113 26 a_13/output/res

97 33 a_14/output/res

108 10 a_15/output/res

115 119 a_16/output/res

146 117 a_17/output/res

125 7 a_18/output/res

125 6 a_19/output/res

119 5 a_1/output/res

138 45 a_20/output/res

154 40 a_21/output/res

121 10 a_22/output/res

115 8 a_23/output/res

87 132 a_24/output/res

107 112 a_25/output/res

86 5 a_26/output/res

134 16 a_27/output/res

106 7 a_28/output/res

146 127 a_29/output/res

87 121 a_2/output/res

91 38 a_30/output/res

84 17 a_3/output/res

79 124 a_4/output/res

54 14 a_5/output/res

82 8 a_6/output/res

136 42 a_7/output/res

120 15 a_8/output/res

112 17 a_9/output/res

