180 23 a_10/output/res

103 9 a_11/output/res

146 79 a_12/output/res

110 14 a_13/output/res

86 91 a_14/output/res

171 17 a_15/output/res

177 27 a_16/output/res

180 72 a_17/output/res

174 81 a_18/output/res

196 84 a_19/output/res

92 11 a_1/output/res

137 95 a_20/output/res

125 32 a_21/output/res

173 51 a_22/output/res

176 15 a_23/output/res

113 6 a_24/output/res

138 84 a_25/output/res

168 24 a_26/output/res

123 21 a_27/output/res

131 94 a_28/output/res

80 83 a_29/output/res

94 85 a_2/output/res

192 85 a_30/output/res

121 82 a_3/output/res

144 80 a_4/output/res

74 82 a_5/output/res

167 12 a_6/output/res

150 77 a_7/output/res

116 78 a_8/output/res

152 12 a_9/output/res

