87 26 a_10/output/res

77 64 a_11/output/res

92 53 a_12/output/res

74 25 a_13/output/res

73 16 a_14/output/res

85 34 a_15/output/res

93 38 a_16/output/res

108 47 a_17/output/res

59 57 a_18/output/res

66 15 a_19/output/res

90 30 a_1/output/res

82 20 a_20/output/res

73 18 a_21/output/res

94 33 a_22/output/res

56 18 a_23/output/res

54 17 a_24/output/res

73 30 a_25/output/res

86 62 a_26/output/res

101 39 a_27/output/res

86 33 a_28/output/res

102 34 a_29/output/res

91 76 a_2/output/res

78 20 a_30/output/res

94 27 a_3/output/res

80 33 a_4/output/res

65 30 a_5/output/res

65 14 a_6/output/res

59 29 a_7/output/res

93 57 a_8/output/res

64 24 a_9/output/res

