50 11 a_10/output/res

96 68 a_11/output/res

94 102 a_12/output/res

105 54 a_13/output/res

106 63 a_14/output/res

58 59 a_15/output/res

104 59 a_16/output/res

91 61 a_17/output/res

107 68 a_18/output/res

99 106 a_19/output/res

89 59 a_1/output/res

55 23 a_20/output/res

100 69 a_21/output/res

49 9 a_22/output/res

97 66 a_23/output/res

64 56 a_24/output/res

86 98 a_25/output/res

60 58 a_26/output/res

107 66 a_27/output/res

112 66 a_28/output/res

68 14 a_29/output/res

62 31 a_2/output/res

69 79 a_30/output/res

52 19 a_3/output/res

40 11 a_4/output/res

57 44 a_5/output/res

79 57 a_6/output/res

93 60 a_7/output/res

90 63 a_8/output/res

111 111 a_9/output/res

