140 118 a_10/output/res

80 52 a_11/output/res

147 129 a_12/output/res

141 118 a_13/output/res

151 161 a_14/output/res

128 123 a_15/output/res

140 123 a_16/output/res

164 132 a_17/output/res

162 131 a_18/output/res

163 164 a_19/output/res

72 33 a_1/output/res

118 118 a_20/output/res

100 30 a_21/output/res

120 138 a_22/output/res

128 157 a_23/output/res

118 149 a_24/output/res

83 41 a_25/output/res

105 24 a_26/output/res

149 110 a_27/output/res

127 132 a_28/output/res

111 127 a_29/output/res

134 153 a_2/output/res

111 37 a_30/output/res

122 134 a_3/output/res

100 40 a_4/output/res

159 127 a_5/output/res

130 134 a_6/output/res

119 119 a_7/output/res

89 59 a_8/output/res

142 141 a_9/output/res

