97 20 a_10/output/res

103 20 a_11/output/res

119 29 a_12/output/res

115 25 a_13/output/res

78 46 a_14/output/res

85 9 a_15/output/res

101 24 a_16/output/res

95 54 a_17/output/res

113 67 a_18/output/res

107 33 a_19/output/res

75 3 a_1/output/res

117 29 a_20/output/res

103 27 a_21/output/res

102 23 a_22/output/res

84 24 a_23/output/res

113 67 a_24/output/res

78 16 a_25/output/res

112 24 a_26/output/res

116 21 a_27/output/res

122 26 a_28/output/res

100 48 a_29/output/res

98 21 a_2/output/res

91 17 a_30/output/res

72 7 a_3/output/res

59 6 a_4/output/res

102 23 a_5/output/res

92 22 a_6/output/res

88 23 a_7/output/res

110 7 a_8/output/res

113 22 a_9/output/res

