244 141 a_10/output/res

227 146 a_11/output/res

232 154 a_12/output/res

235 149 a_13/output/res

218 128 a_14/output/res

222 133 a_15/output/res

244 142 a_16/output/res

246 148 a_17/output/res

235 128 a_18/output/res

242 158 a_19/output/res

240 139 a_1/output/res

89 146 a_20/output/res

94 122 a_21/output/res

236 126 a_22/output/res

178 10 a_23/output/res

229 158 a_24/output/res

61 74 a_25/output/res

227 153 a_26/output/res

235 136 a_27/output/res

248 134 a_28/output/res

184 8 a_29/output/res

185 6 a_2/output/res

178 12 a_30/output/res

90 142 a_3/output/res

233 155 a_4/output/res

186 13 a_5/output/res

96 153 a_6/output/res

62 35 a_7/output/res

234 123 a_8/output/res

226 148 a_9/output/res

