140 165 a_10/output/res

163 195 a_11/output/res

148 154 a_12/output/res

151 180 a_13/output/res

100 94 a_14/output/res

163 188 a_15/output/res

51 36 a_16/output/res

139 187 a_17/output/res

152 204 a_18/output/res

150 183 a_19/output/res

135 172 a_1/output/res

166 193 a_20/output/res

177 210 a_21/output/res

64 41 a_22/output/res

145 177 a_23/output/res

167 205 a_24/output/res

146 175 a_25/output/res

38 10 a_26/output/res

139 182 a_27/output/res

70 39 a_28/output/res

175 218 a_29/output/res

142 173 a_2/output/res

161 193 a_30/output/res

134 168 a_3/output/res

139 177 a_4/output/res

57 25 a_5/output/res

73 48 a_6/output/res

178 191 a_7/output/res

137 138 a_8/output/res

172 199 a_9/output/res

