10682367.5 27020819.0
17658671.0 10343825.0
7501482.0 30456524.5
1850294.5 2384400.0
0.0 1331600.0
31311541.5 5173524.0
10346693.0 29167219.5
13948758.0 18150220.0
15310972.0 6934001.5
34352114.0 7287108.5
28592000.0 356804.5
12063010.0 8188061.5
23803253.0 8063385.0
31383907.0 5019899.0
20070849.5 2005035.0
28729021.5 4804657.0
20758351.5 17136991.0
11999604.0 40000.0
560599.0 560599.0
3111187.0 1861386.5
7198554.0 40000.0
15561633.0 4839058.0
21154671.0 5688827.5
42578009.0 1441766.0
49833624.5 6513445.0
15803758.0 401887.5
6779605.0 40000.0
4664531.5 169200.0
3258305.5 1143039.0
0.0 1153800.0
