13045451.0 40000.0
7180122.5 40000.0
40000.0 1049400.0
3193667.5 40000.0
1709140.0 1316696.0
40000.0 40000.0
40000.0 941800.0
847800.0 40000.0
40000.0 0.0
834600.0 40000.0
9677556.0 890200.0
1434570.0 420800.0
24668319.5 0.0
40000.0 40000.0
3608430.5 0.0
40000.0 1170400.0
40000.0 0.0
1365000.0 0.0
14833903.5 561400.0
7198880.0 1494999.5
1219000.0 1404171.0
4922835.0 2175169.0
0.0 0.0
9912513.5 23792766.0
40000.0 7461118.0
40000.0 0.0
3895083.0 40000.0
6907221.0 40000.0
647800.0 189800.0
16385280.0 1745800.0
