40000.0 40000.0
2654592.0 2149200.0
1281200.0 854000.0
0.0 0.0
40000.0 440800.0
9123070.0 715800.0
40000.0 40000.0
6855854.0 413600.0
6905079.0 709400.0
40000.0 0.0
0.0 2953782.5
1367400.0 1865400.0
351200.0 331200.0
6397190.0 16589748.0
40000.0 40000.0
1186000.0 22805100.0
0.0 342200.0
40000.0 40000.0
40000.0 40000.0
2770108.0 40000.0
1470600.0 10963870.0
2865000.0 1257000.0
0.0 1544200.0
0.0 263600.0
40000.0 40000.0
40000.0 40000.0
3940437.5 40000.0
40000.0 0.0
40000.0 40000.0
40000.0 558200.0
