11481317.0 5702014.5
40000.0 0.0
27213454.0 5592863.5
28313448.0 8702589.5
35153146.5 1944711.5
61973105.0 16095698.0
22500677.5 4912477.0
8893292.5 8317622.0
25991131.0 12170953.5
9934365.0 707192.0
1020400.0 40000.0
29919166.5 15186801.0
5902302.5 6096638.0
40000.0 1585800.0
2529021.0 6874085.0
10925452.0 19559253.5
21619041.0 12921649.5
19184264.0 1220400.0
21283306.0 40000.0
40000.0 40000.0
687620.0 687620.0
17534896.0 956219.0
34295568.5 4605274.0
2432382.5 27679995.0
24330464.0 2187779.5
17131341.0 4167412.0
157600.0 40000.0
44487773.0 5451862.5
851600.0 40000.0
38624901.0 2892814.5
