18556659.0 10979487.0
28040299.5 1263823.0
11657796.5 9489291.0
3066019.0 372600.0
3658559.5 22570232.0
6960676.0 318600.0
28244070.0 937600.0
11128050.5 4511183.0
5406663.0 3829197.0
4914536.5 9401357.0
11998068.0 3079989.0
3182135.0 940200.0
19384656.0 9375728.0
12827727.5 388400.0
25770023.5 730371.5
5764459.0 7163775.0
0.0 40000.0
1444100.5 13647361.5
16776541.5 3809327.5
3084425.0 283800.0
20881842.0 2122000.0
30942906.0 4662856.5
18409745.0 980200.0
7728516.0 708200.0
16899745.5 40000.0
40000.0 1273400.0
23552405.5 18571289.5
4217190.0 642200.0
10808553.0 3084359.5
10710563.0 9054033.5
