SubjectID, UTMEasting, UTMNorthing, ObservationDate, ObservationTime, ObsTimeDate, TheoreticDayTime, ObsDay, ObsWeek, ObsNum
F101, 172294, 9783594, 11-Jul-07, 22:52, 39274.95278, 103.97013, 103, 14, 65
F101, 172966, 9783218, 11-Jul-07, 23:02, 39274.95972, 103.97707, 103, 14, 66
F101, 173002, 9782693, 11-Jul-07, 23:12, 39274.96667, 103.98402, 103, 14, 67
F101, 173445, 9782335, 11-Jul-07, 23:22, 39274.97361, 103.99096, 103, 14, 68
F101, 174100, 9782135, 11-Jul-07, 23:32, 39274.98056, 103.99791, 103, 14, 69
F101, 174305, 9781925, 11-Jul-07, 23:42, 39274.9875, 104.00485, 104, 14, 70
F101, 174346, 9781872, 11-Jul-07, 23:52, 39274.99444, 104.01179, 104, 14, 71
F101, 174360, 9782204, 12-Jul-07, 0:02, 39275.00139, 104.01874, 104, 14, 72
F101, 174119, 9782109, 12-Jul-07, 0:12, 39275.00833, 104.02568, 104, 14, 73
F101, 173680, 9782418, 12-Jul-07, 0:22, 39275.01528, 104.03263, 104, 14, 74
F101, 173705, 9782250, 12-Jul-07, 0:32, 39275.02222, 104.03957, 104, 14, 75
F101, 173597, 9782243, 12-Jul-07, 0:39, 39275.02708, 104.04443, 104, 14, 76
F101, 173356, 9782093, 12-Jul-07, 0:42, 39275.02917, 104.04652, 104, 14, 77
F101, 173329, 9782166, 12-Jul-07, 0:52, 39275.03611, 104.05346, 104, 14, 78
F101, 173530, 9782042, 12-Jul-07, 1:02, 39275.04306, 104.06041, 104, 14, 79
F101, 173283, 9782179, 12-Jul-07, 1:12, 39275.05, 104.06735, 104, 14, 80
F101, 172772, 9782444, 12-Jul-07, 1:22, 39275.05694, 104.07429, 104, 14, 81
F101, 172382, 9782746, 12-Jul-07, 1:32, 39275.06389, 104.08124, 104, 14, 82
F101, 172382, 9782746, 12-Jul-07, 1:41, 39275.07014, 104.08749, 104, 14, 83
F101, 172415, 9782715, 12-Jul-07, 1:42, 39275.07083, 104.08818, 104, 14, 84
F101, 172409, 9782645, 12-Jul-07, 1:48, 39275.075, 104.09235, 104, 14, 85
F101, 172409, 9782645, 12-Jul-07, 1:52, 39275.07778, 104.09513, 104, 14, 86
F101, 172409, 9782645, 12-Jul-07, 2:02, 39275.08472, 104.10207, 104, 14, 87
F101, 172409, 9782645, 12-Jul-07, 2:12, 39275.09167, 104.10902, 104, 14, 88
F101, 172409, 9782645, 12-Jul-07, 2:22, 39275.09861, 104.11596, 104, 14, 89
F101, 173078, 9781265, 14-Jul-07, 20:52, 39277.86944, 106.88679, 106, 15, 90
F101, 173124, 9781329, 14-Jul-07, 20:59, 39277.87431, 106.89166, 106, 15, 91
F101, 173024, 9781299, 14-Jul-07, 21:03, 39277.87708, 106.89443, 106, 15, 92
F101, 172349, 9781268, 14-Jul-07, 21:14, 39277.88472, 106.90207, 106, 15, 93
F101, 171922, 9781093, 14-Jul-07, 21:25, 39277.89236, 106.90971, 106, 15, 94
F101, 171249, 9781368, 14-Jul-07, 21:37, 39277.90069, 106.91804, 106, 15, 95
F101, 171900, 9784709, 15-Jul-07, 11:06, 39278.4625, 107.47985, 107, 15, 96
F101, 171900, 9782640, 3-Aug-07, 3:54, 39297.1625, 114.47985, 114, 16, 97
F101, 171831, 9782772, 3-Aug-07, 4:02, 39297.16806, 114.48541, 114, 16, 98
F101, 171618, 9782770, 3-Aug-07, 4:09, 39297.17292, 114.49027, 114, 16, 99
F101, 172155, 9782987, 9-Aug-07, 22:10, 39303.92361, 121.24096, 121, 17, 100
F101, 172134, 9783075, 9-Aug-07, 22:15, 39303.92708, 121.24443, 121, 17, 101
F101, 172231, 9783115, 9-Aug-07, 22:22, 39303.93194, 121.24929, 121, 17, 102
F101, 171986, 9783091, 9-Aug-07, 22:30, 39303.9375, 121.25485, 121, 17, 103
F101, 172246, 9783146, 9-Aug-07, 22:35, 39303.94097, 121.25832, 121, 17, 104
F101, 172098, 9782849, 9-Aug-07, 22:43, 39303.94653, 121.26388, 121, 17, 105
F101, 171941, 9782833, 9-Aug-07, 22:47, 39303.94931, 121.26666, 121, 17, 106
F101, 172201, 9782727, 9-Aug-07, 22:53, 39303.95347, 121.27082, 121, 17, 107
F101, 172467, 9782789, 9-Aug-07, 22:57, 39303.95625, 121.2736, 121, 17, 108
F101, 172525, 9782993, 9-Aug-07, 23:07, 39303.96319, 121.28054, 121, 17, 109
F101, 172445, 9782891, 9-Aug-07, 23:12, 39303.96667, 121.28402, 121, 17, 110
F101, 172134, 9782855, 9-Aug-07, 23:20, 39303.97222, 121.28957, 121, 17, 111
F101, 172093, 9782850, 9-Aug-07, 23:22, 39303.97361, 121.29096, 121, 17, 112
F101, 172026, 9782591, 10-Aug-07, 21:35, 39304.89931, 122.21666, 122, 17, 113
F101, 172006, 9782223, 10-Aug-07, 21:55, 39304.91319, 122.23054, 122, 17, 114
F101, 172011, 9782188, 10-Aug-07, 22:05, 39304.92014, 122.23749, 122, 17, 115
F101, 172011, 9782188, 10-Aug-07, 22:15, 39304.92708, 122.24443, 122, 17, 116
F101, 172011, 9782188, 10-Aug-07, 22:25, 39304.93403, 122.25138, 122, 17, 117
F101, 172011, 9782188, 10-Aug-07, 22:35, 39304.94097, 122.25832, 122, 17, 118
F101, 172011, 9782188, 10-Aug-07, 22:45, 39304.94792, 122.26527, 122, 17, 119
F101, 171262, 9780656, 16-Aug-07, 21:14, 39310.88472, 128.20207, 128, 18, 120
F101, 170918, 9780113, 16-Aug-07, 21:24, 39310.89167, 128.20902, 128, 18, 121
F101, 177811, 9785074, 16-Aug-07, 21:34, 39310.89861, 128.21596, 128, 18, 122
F101, 171416, 9779211, 16-Aug-07, 21:44, 39310.90556, 128.22291, 128, 18, 123
F101, 171961, 9778768, 16-Aug-07, 21:54, 39310.9125, 128.22985, 128, 18, 124
F101, 172299, 9778506, 16-Aug-07, 22:04, 39310.91944, 128.23679, 128, 18, 125
F101, 172272, 9778453, 16-Aug-07, 22:10, 39310.92361, 128.24096, 128, 18, 126
F101, 172272, 9778453, 16-Aug-07, 22:13, 39310.92569, 128.24304, 128, 18, 127
F101, 172272, 9778453, 16-Aug-07, 22:14, 39310.92639, 128.24374, 128, 18, 128
F101, 172272, 9778453, 16-Aug-07, 22:24, 39310.93333, 128.25068, 128, 18, 129
F101, 172272, 9778453, 16-Aug-07, 22:34, 39310.94028, 128.25763, 128, 18, 130
F101, 172272, 9778453, 16-Aug-07, 22:44, 39310.94722, 128.26457, 128, 18, 131
F101, 172272, 9778453, 16-Aug-07, 22:54, 39310.95417, 128.27152, 128, 18, 132
F101, 172272, 9778453, 16-Aug-07, 23:04, 39310.96111, 128.27846, 128, 18, 133
F101, 172390, 9777630, 16-Aug-07, 23:14, 39310.96806, 128.28541, 128, 18, 134
F101, 172234, 9777271, 16-Aug-07, 23:24, 39310.975, 128.29235, 128, 18, 135
F101, 172166, 9776675, 16-Aug-07, 23:34, 39310.98194, 128.29929, 128, 18, 136
F101, 175149, 9784843, 17-Aug-07, 21:11, 39311.88264, 129.19999, 129, 18, 137
F101, 175073, 9785081, 17-Aug-07, 21:21, 39311.88958, 129.20693, 129, 18, 138
F101, 174902, 9785117, 17-Aug-07, 21:28, 39311.89444, 129.21179, 129, 18, 139
F101, 174660, 9785197, 17-Aug-07, 21:31, 39311.89653, 129.21388, 129, 18, 140
F101, 174585, 9785647, 17-Aug-07, 21:41, 39311.90347, 129.22082, 129, 18, 141
F101, 174725, 9785815, 17-Aug-07, 21:51, 39311.91042, 129.22777, 129, 18, 142
F101, 172828, 9783191, 18-Aug-07, 19:48, 39312.825, 130.14235, 130, 18, 143
F101, 172828, 9783191, 18-Aug-07, 19:58, 39312.83194, 130.14929, 130, 18, 144
F101, 172828, 9783191, 18-Aug-07, 20:08, 39312.83889, 130.15624, 130, 18, 145
F101, 172505, 9783042, 18-Aug-07, 20:18, 39312.84583, 130.16318, 130, 18, 146
F101, 172157, 9783119, 18-Aug-07, 20:28, 39312.85278, 130.17013, 130, 18, 147
F101, 172157, 9783119, 18-Aug-07, 20:34, 39312.85694, 130.17429, 130, 18, 148
F101, 172157, 9783119, 18-Aug-07, 20:38, 39312.85972, 130.17707, 130, 18, 149
F101, 172157, 9783119, 18-Aug-07, 20:48, 39312.86667, 130.18402, 130, 18, 150
F101, 172070, 9783148, 18-Aug-07, 20:58, 39312.87361, 130.19096, 130, 18, 151
F101, 172005, 9783262, 18-Aug-07, 21:01, 39312.87569, 130.19304, 130, 18, 152
F101, 171986, 9783553, 18-Aug-07, 21:06, 39312.87917, 130.19652, 130, 18, 153
F101, 171840, 9783571, 18-Aug-07, 21:08, 39312.88056, 130.19791, 130, 18, 154
F101, 171840, 9783571, 18-Aug-07, 21:18, 39312.8875, 130.20485, 130, 18, 155
F101, 174239, 9783854, 21-Aug-07, 20:46, 39315.86528, 133.18263, 133, 19, 156
F101, 174702, 9784062, 21-Aug-07, 20:56, 39315.87222, 133.18957, 133, 19, 157
F101, 175133, 9784423, 21-Aug-07, 21:06, 39315.87917, 133.19652, 133, 19, 158
F101, 174932, 9784989, 21-Aug-07, 21:16, 39315.88611, 133.20346, 133, 19, 159
F101, 174791, 9785563, 21-Aug-07, 21:26, 39315.89306, 133.21041, 133, 19, 160
F101, 174716, 9785768, 21-Aug-07, 21:30, 39315.89583, 133.21318, 133, 19, 161
F101, 171172, 9780688, 22-Aug-07, 19:33, 39316.81458, 134.13193, 134, 19, 162
F101, 171285, 9780203, 22-Aug-07, 19:43, 39316.82153, 134.13888, 134, 19, 163
F101, 171369, 9779852, 22-Aug-07, 19:53, 39316.82847, 134.14582, 134, 19, 164
F101, 171360, 9779521, 22-Aug-07, 20:03, 39316.83542, 134.15277, 134, 19, 165
F101, 171560, 9779472, 22-Aug-07, 20:13, 39316.84236, 134.15971, 134, 19, 166
F101, 171710, 9779180, 22-Aug-07, 20:23, 39316.84931, 134.16666, 134, 19, 167
F101, 171287, 9778344, 22-Aug-07, 20:33, 39316.85625, 134.1736, 134, 19, 168
F101, 171287, 9778344, 22-Aug-07, 20:43, 39316.86319, 134.18054, 134, 19, 169
F101, 170750, 9777819, 22-Aug-07, 20:53, 39316.87014, 134.18749, 134, 19, 170
F101, 170746, 9776965, 22-Aug-07, 21:03, 39316.87708, 134.19443, 134, 19, 171
F101, 170746, 9776965, 22-Aug-07, 21:13, 39316.88403, 134.20138, 134, 19, 172
F101, 170847, 9776964, 22-Aug-07, 21:23, 39316.89097, 134.20832, 134, 19, 173
