0 2
0 1
3 0
1 3
2 1
1 0
3 32
2 3
2 2
0 2
3 4
0 1
0 20
2 7
0 3
6 3
2 2
0 1
2 1
7 3
2 0
6 4
2 1
3 3
0 0
2 3
1 0
1 0
1 2
2 1
